영월초등학교연하분교장,
옥동중학교,
옥동초등학교,
구리여자중학교,
주천고등학교,
주천중학교,
주천초등학교,
청령포초등학교,
한국소방마이스터고등학교,
강원과학고등학교,
고산초등학교,
관설초등학교,
교동초등학교,
교학초등학교,
구곡초등학교,
귀래중학교,
귀래초등학교,
금대초등학교,
남원주중학교,
남원주초등학교,
단계초등학교,
단관초등학교,
단구중학교,
단구초등학교,
대성고등학교,
동화초등학교,
둔둔초등학교,
만대초등학교,
만종초등학교,
매지초등학교,
명륜초등학교,
무실초등학교,
문막고등학교,
문막중학교,
문막초등학교,
반계초등학교,
반곡중학교,
반곡초등학교,
버들중학교,
버들초등학교,
봉대가온학교,
봉대초등학교,
부론중학교,
부론초등학교,
북원여자고등학교,
북원중학교,
북원초등학교,
비두초등학교,
산현초등학교,
상지여자고등학교,
상지여자중학교,
샘마루초등학교,
서곡초등학교,
서원주초등학교,
섬강중학교,
섬강초등학교,
소초초등학교,
솔샘초등학교,
신림중학교,
신림초등학교,
신평초등학교,
영서고등학교,
우산초등학교,
원주고등학교,
원주고등학교부설방송통신고등학교,
원주공업고등학교,
원주금융회계고등학교,
원주대성중학교,
원주삼육고등학교,
원주삼육중학교,
원주삼육초등학교,
원주여자고등학교,
원주여자중학교,
원주의료고등학교,
원주중학교,
원주중학교부설방송통신중학교,
원주청원학교,
원주초등학교,
미동초등학교,
육민관고등학교,
육민관중학교,
일산초등학교,
장양초등학교,
중앙초등학교,
지정중학교,
지정초등학교,
진광고등학교,
진광중학교,
치악고등학교,
치악중학교,
치악초등학교,
태봉초등학교,
태장중학교,
태장초등학교,
평원중학교,
평원초등학교,
학성중학교,
학성초등학교,
호저중학교,
호저초등학교,
황둔중학교,
황둔초등학교,
흥양초등학교,
흥업초등학교,
귀둔초등학교,
기린고등학교,
기린중학교,
기린초등학교,
기린초등학교방동분교장,
기린초등학교진동분교장,
부평초등학교,
상남중학교,
상남초등학교,
서화중학교,
서화초등학교,
서화초등학교서성분교장,
신남고등학교,
신남중학교,
어론초등학교,
용대초등학교,
원통고등학교,
원통중학교,
원통초등학교,
원통초등학교신덕분교장,
월학초등학교,
인제고등학교,
인제남초등학교,
인제중학교,
산마루초등학교,
인제초등학교,
하남초등학교,
한계초등학교,
갈래초등학교,
고한고등학교,
고한중학교,
고한초등학교,
나전중학교,
남선초등학교,
남선초등학교남창분교장,
남평초등학교,
문곡중학교,
백전초등학교,
벽탄초등학교,
봉양초등학교,
북평초등학교,
사북고등학교,
사북중학교,
사북초등학교,
여량고등학교,
여량중학교,
여량초등학교,
예미초등학교,
예미초등학교운치분교장,
갈매중학교,
임계고등학교,
임계중학교,
임계초등학교,
정선고등학교,
정선정보공업고등학교,
정선중학교,
정선초등학교,
정선초등학교가수분교장,
증산초등학교,
함백고등학교,
함백중학교,
함백초등학교,
화동중학교,
화동초등학교,
근남초등학교,
김화고등학교,
김화공업고등학교,
김화여자중학교,
김화중학교,
김화초등학교,
내대초등학교,
도창초등학교,
동송초등학교,
묘장초등학교,
구리초등학교,
문혜초등학교,
서면초등학교,
신철원고등학교,
신철원중학교,
신철원초등학교,
오덕초등학교,
와수초등학교,
용정초등학교,
장흥초등학교,
철원고등학교,
철원여자고등학교,
철원여자중학교,
철원중학교,
철원초등학교,
청양초등학교,
토성초등학교,
가산초등학교,
가정중학교,
강서중학교,
강원고등학교,
강원명진학교,
강원애니고등학교,
강원중학교,
강원체육고등학교,
인창초등학교,
강원체육중학교,
광판중학교,
광판초등학교,
교동초등학교,
근화초등학교,
금병초등학교,
금산초등학교,
남부초등학교,
남산초등학교,
남산초등학교서천분교장,
남춘천여자중학교,
남춘천중학교,
남춘천중학교부설방송통신중학교,
남춘천초등학교,
당림초등학교,
대룡중학교,
동내초등학교,
동부초등학교,
동산중학교,
동춘천초등학교,
만천초등학교,
봄내중학교,
봄내초등학교,
봉의고등학교,
봉의중학교,
봉의초등학교,
부안초등학교,
상천초등학교,
서상초등학교,
석사초등학교,
성림초등학교,
성수고등학교,
성수여자고등학교,
성원초등학교,
소양고등학교,
소양중학교,
소양초등학교,
송화초등학교,
신남초등학교,
신동초등학교,
신포중학교,
오동초등학교,
우석중학교,
우석초등학교,
유봉여자고등학교,
유봉여자중학교,
장학초등학교,
전인고등학교,
조양초등학교,
중앙초등학교,
지촌초등학교,
지촌초등학교지암분교장,
창촌중학교,
천전초등학교,
추곡초등학교,
춘성중학교,
춘천계성학교,
춘천고등학교,
춘천고등학교부설방송통신고등학교,
춘천기계공업고등학교,
춘천동원학교,
춘천삼육초등학교,
춘천여자고등학교,
춘천여자고등학교부설방송통신고등학교,
춘천중학교,
춘천초등학교,
춘천한샘고등학교,
퇴계중학교,
퇴계초등학교,
호반초등학교,
효제초등학교,
후평중학교,
후평초등학교,
동점초등학교,
부천양지초등학교,
삼성초등학교,
상장중학교,
상장초등학교,
세연중학교,
장성여자고등학교,
장성초등학교,
철암고등학교,
철암중학교,
철암초등학교,
태백기계공업고등학교,
태백라온학교,
태백중학교,
태백초등학교,
태서초등학교,
통리초등학교,
함태중학교,
함태초등학교,
황지고등학교,
황지고등학교부설방송통신고등학교,
황지정보산업고등학교,
황지중앙초등학교,
황지중학교,
황지초등학교,
거문초등학교,
계촌중학교,
계촌초등학교,
대관령중학교,
대관령초등학교,
대화고등학교,
대화중학교,
대화초등학교,
도성초등학교,
면온초등학교,
미탄중학교,
미탄초등학교,
방림초등학교,
봉평고등학교,
봉평중학교,
봉평초등학교,
상지대관령고등학교,
속사초등학교,
신리초등학교,
안미초등학교,
용전중학교,
장평초등학교,
주진초등학교,
진부고등학교,
진부중학교,
진부초등학교,
부천대명초등학교,
평창고등학교,
평창중학교,
평창초등학교,
호명초등학교,
횡계초등학교,
강원생활과학고등학교,
구송초등학교,
남산초등학교,
내면고등학교,
내면중학교,
내촌중학교,
내촌초등학교,
노천초등학교,
대곡초등학교,
동화중학교,
두촌중학교,
두촌초등학교,
매산초등학교,
명덕초등학교,
모곡초등학교,
반곡초등학교,
삼생초등학교,
삼포초등학교,
서석고등학교,
부천중학교,
서석중학교,
서석초등학교,
서석초등학교청량분교장,
석화초등학교,
속초초등학교,
양덕중학교,
오안초등학교,
원당초등학교,
율전초등학교,
주봉초등학교,
창촌초등학교,
팔렬고등학교,
팔렬중학교,
한서중학교,
한서초등학교,
해밀학교,
협신초등학교,
홍천고등학교,
홍천농업고등학교,
홍천여자고등학교,
홍천여자중학교,
홍천중학교,
홍천초등학교,
화계초등학교,
중흥중학교,
화계초등학교대룡분교장,
중원중학교,
화촌중학교,
화촌초등학교,
간동고등학교,
간동중학교,
광덕초등학교,
다목초등학교,
봉오초등학교,
사내고등학교,
사내중학교,
사내초등학교,
산양초등학교,
상서중학교,
상승초등학교,
실내초등학교,
오음초등학교,
용암초등학교,
원천초등학교,
유촌초등학교,
풍산초등학교,
화천고등학교,
화천정보산업고등학교,
화천중학교,
화천초등학교,
도당중학교,
화천초등학교논미분교장,
갑천고등학교,
갑천중학교,
갑천초등학교,
강림중학교,
강림초등학교,
공근중학교,
공근초등학교,
대동여자중학교,
둔내고등학교,
둔내중학교,
둔내초등학교,
민족사관고등학교,
서원중학교,
서원초등학교,
성남초등학교,
성북초등학교,
수백초등학교,
안흥고등학교,
안흥중학교,
안흥초등학교,
안흥초등학교덕천분교장,
우천중학교,
우천초등학교,
유현초등학교,
정금초등학교,
창림초등학교,
청일중학교,
청일초등학교,
춘당초등학교,
현천고등학교,
횡성고등학교,
부일중학교,
횡성여자고등학교,
횡성중학교,
횡성초등학교,
미원초등학교위곡분교장,
목동초등학교,
조종중학교,
대성초등학교,
목동초등학교명지분교장,
설악중학교,
미원초등학교장락분교장,
상면초등학교,
연하초등학교,
노비따스음악중고등학교(중),
가평마장초등학교,
가평중학교,
미원초등학교,
조종초등학교,
수주중학교,
청평초등학교,
청평중학교,
상색초등학교,
청심국제중학교,
가평북중학교,
상천초등학교,
율길초등학교,
가평초등학교,
방일초등학교,
청심국제고등학교,
행주초등학교,
설악고등학교,
가평고등학교,
조종고등학교,
청평고등학교,
원흥초등학교,
무원초등학교,
화수중학교,
화중초등학교,
고양화정초등학교,
향동초등학교,
성신초등학교,
능곡초등학교,
신능초등학교,
성사초등학교,
도당초등학교,
티엘비유글로벌학교(중),
지축초등학교,
향동중학교,
무원중학교,
대곡초등학교,
도래울초등학교,
덕양중학교,
도래울중학교,
토당초등학교,
백양중학교,
목암초등학교,
삼송초등학교,
내유초등학교,
고양용현초등학교,
백양초등학교,
소만초등학교,
덕은초등학교,
고양화수초등학교,
흥도초등학교,
아람초등학교,
고양동산초등학교,
용정초등학교,
지도중학교,
서정중학교,
지도초등학교,
행신초등학교,
원당초등학교,
고양중학교,
성라초등학교,
행남초등학교,
용두초등학교,
신원초등학교,
향동숲내초등학교,
서정초등학교,
원당중학교,
고양초등학교,
창릉초등학교,
목암중학교,
화정중학교,
지축중학교,
성사중학교,
고양제일중학교,
행신중학교,
신능중학교,
능곡중학교,
가람중학교,
티엘비유글로벌학교(초),
고양오금초등학교,
고양관산초등학교,
신원중학교,
가람초등학교,
신원고등학교,
서정고등학교,
능곡고등학교,
행신고등학교,
고양고등학교,
성사고등학교,
무원고등학교,
향동고등학교,
명현학교,
화정고등학교,
도래울고등학교,
백양고등학교,
고양외국어고등학교,
고양일고등학교,
고양동산고등학교,
화수고등학교,
고양백석초등학교,
고봉초등학교,
풍동초등학교,
백마중학교,
냉천초등학교,
율동초등학교,
양일초등학교,
하늘초등학교,
풍산초등학교,
모당초등학교,
원중초등학교,
호수초등학교,
정발중학교,
백신초등학교,
중산중학교,
낙민초등학교,
일산은행초등학교,
안곡중학교,
저동중학교,
정발초등학교,
백석중학교,
백신중학교,
풍동중학교,
금계초등학교,
성석초등학교,
풍산중학교,
다솜초등학교,
중산초등학교,
저동초등학교,
한류초등학교,
안곡초등학교,
일산양일중학교,
백마초등학교,
벽제초등학교,
정발고등학교,
세원고등학교,
백석고등학교,
백마고등학교,
안곡고등학교,
고양국제고등학교,
중산고등학교,
풍동고등학교,
저현고등학교,
저동고등학교,
백신고등학교,
백송초등학교,
대송중학교,
고양송산중학교,
강선초등학교,
문화초등학교,
한산초등학교,
황룡초등학교,
현산중학교,
호곡초등학교,
발산중학교,
한수중학교,
송포초등학교,
문촌초등학교,
오마중학교,
일산초등학교,
덕이중학교,
덕이초등학교,
장성중학교,
한뫼초등학교,
가좌초등학교,
한수초등학교,
일산동중학교,
현산초등학교,
대화중학교,
광성드림학교(초),
일산중학교,
호곡중학교,
고양신일초등학교,
장성초등학교,
고양한내초등학교,
신촌초등학교,
오마초등학교,
상탄초등학교,
성저초등학교,
신일중학교,
대화초등학교,
장촌초등학교,
주엽초등학교,
광성드림학교,
백송고등학교,
가좌고등학교,
광성드림학교(고),
고양예술고등학교,
밝은학교,
덕이고등학교,
일산동고등학교,
일산대진고등학교,
홀트학교,
신일비즈니스고등학교,
일산고등학교,
대화고등학교,
주엽고등학교,
경기영상과학고등학교,
일산국제컨벤션고등학교,
과천외국어고등학교,
과천중앙고등학교,
과천여자고등학교,
과천고등학교,
과천중학교,
과천초등학교,
과천문원중학교,
문원초등학교,
관문초등학교,
청계초등학교,
연서초등학교,
광명광덕초등학교,
광명동초등학교,
광명북초등학교,
하안초등학교,
광명중학교,
충현중학교,
하안중학교,
가림중학교,
광문초등학교,
하안북초등학교,
광명중학교부설방송통신중학교,
안서중학교,
구름산초등학교,
서면초등학교,
소하중학교,
광명광성초등학교,
안서초등학교,
광명남초등학교,
온신초등학교,
빛가온초등학교,
충현초등학교,
하안북중학교,
하안남초등학교,
광남중학교,
가림초등학교,
소하초등학교,
철산중학교,
하일초등학교,
광문중학교,
광명초등학교,
철산초등학교,
빛가온중학교,
광명북중학교,
광일초등학교,
광명서초등학교,
안현초등학교,
광문고등학교,
충현고등학교,
창의경영고등학교,
소하고등학교,
광휘고등학교,
광명고등학교,
진성고등학교,
경기항공고등학교,
광명북고등학교,
명문고등학교,
운산고등학교,
경화여자중학교,
광주광남중학교,
태성초등학교,
태전초등학교,
경안중학교,
선동초등학교,
광주중학교,
초월중학교,
삼리초등학교,
곤지암중학교,
광주초등학교,
광주도평초등학교,
도수초등학교,
도척초등학교,
분원초등학교,
번천초등학교,
초월초등학교,
동산초등학교,
신현중학교,
광주푸른초등학교,
역동초등학교,
벌원초등학교,
탄벌중학교,
쌍령초등학교,
광주송정초등학교,
양벌초등학교,
광일중학교,
광주매곡초등학교,
도곡초등학교,
곤지암초등학교,
남한산초등학교,
도궁초등학교,
매양중학교,
오포초등학교,
경안초등학교,
광지원초등학교,
광수중학교,
한아람초등학교,
만선초등학교,
신현초등학교,
광주광명초등학교,
탄벌초등학교,
광남초등학교,
광주새롬학교,
인덕학교,
경화여자고등학교,
한사랑학교,
광주중앙고등학교,
동현학교,
광주고등학교,
광남고등학교,
경화여자English Business,
곤지암고등학교,
초월고등학교,
태전고등학교,
수택고등학교,
서울삼육고등학교,
갈매고등학교,
구리고등학교,
토평고등학교,
구리여자고등학교,
인창고등학교,
서울삼육중학교,
내양초등학교,
구지초등학교,
교문중학교,
동인초등학교,
동구초등학교,
부양초등학교,
교문초등학교,
건원초등학교,
백문초등학교,
토평초등학교,
수택초등학교,
동구중학교,
장자중학교,
도림초등학교,
토평중학교,
흥진고등학교,
수리고등학교,
용호고등학교,
군포중앙고등학교,
산본고등학교,
군포e비즈니스고등학교,
경기폴리텍고등학교,
군포고등학교,
흥진중학교,
당동초등학교,
둔대초등학교,
금정중학교,
부곡중앙중학교,
당동중학교,
도장초등학교,
궁내중학교,
군포옥천초등학교,
태을초등학교,
군포초등학교,
곡란초등학교,
당정중학교,
군포화산초등학교,
한얼초등학교,
산본중학교,
수리초등학교,
신흥초등학교,
오금초등학교,
당정초등학교,
궁내초등학교,
광정초등학교,
관모초등학교,
흥진초등학교,
군포대야초등학교,
군포중학교,
군포신기초등학교,
금정초등학교,
칠보초등학교,
능내초등학교,
송안초등학교,
군포양정초등학교,
둔전초등학교,
수리중학교,
부곡중앙초등학교,
곡란중학교,
산본초등학교,
용호중학교,
도장중학교,
용호초등학교,
김포고등학교,
새솔학교,
사우고등학교,
마송고등학교,
풍무고등학교,
김포제일고등학교,
하성고등학교,
김포제일공업고등학교,
장기고등학교,
통진고등학교,
고촌고등학교,
운양고등학교,
솔터고등학교,
양곡고등학교,
김포외국어고등학교,
하늘빛중학교,
금파초등학교,
옹정초등학교,
김포나진초등학교,
김포초등학교,
김포신풍초등학교,
금파중학교,
청수초등학교,
유현초등학교,
은여울초등학교,
통진초등학교,
김포여자중학교,
장기초등학교,
김포금빛초등학교,
향산초등학교,
운양초등학교,
걸포초등학교,
나비초등학교,
양도초등학교,
하성초등학교,
마송중앙초등학교,
나래중학교,
고촌중학교,
고창초등학교,
대곶초등학교,
김포신곡중학교,
석정초등학교,
김포한가람중학교,
솔터초등학교,
김포호수초등학교,
분진중학교,
신곡초등학교,
가현초등학교,
김포서초등학교,
개곡초등학교,
금성초등학교,
향산중학교,
운양중학교,
장기중학교,
은여울중학교,
보름초등학교,
고창중학교,
금란초등학교,
운유초등학교,
감정초등학교,
하성중학교,
푸른솔중학교,
풍무초등학교,
하늘빛초등학교,
학운초등학교,
대곶중학교,
양곡초등학교,
김포대명초등학교,
김포구래초등학교,
김포중학교,
고촌초등학교,
서암초등학교,
수남초등학교,
푸른솔초등학교,
신양초등학교,
통진중학교,
마송초등학교,
김포한가람초등학교,
마송중학교,
사우초등학교,
월곶초등학교,
풍무중학교,
신양중학교,
감정중학교,
양도중학교,
양곡중학교,
덕소고등학교,
오남고등학교,
광동고등학교,
금곡고등학교,
진건고등학교,
별내고등학교,
판곡고등학교,
진접고등학교,
별가람고등학교,
마석고등학교,
동화고등학교,
와부고등학교,
가운고등학교,
청학고등학교,
퇴계원고등학교,
도농고등학교,
심석고등학교,
호평고등학교,
평내고등학교,
남양주다산고등학교,
남양주공업고등학교,
경은학교,
차산초등학교,
장승초등학교,
다산새봄중학교,
고색중학교,
다산새봄초등학교,
하랑초등학교,
가운중학교,
남양주미금초등학교,
별가람초등학교,
도농중학교,
예봉중학교,
호평초등학교,
오남중학교,
장내중학교,
다산별빛초등학교,
송라중학교,
예봉초등학교,
사능초등학교,
진접초등학교,
하랑중학교,
남양주송촌초등학교,
조안초등학교,
수동중학교,
광동중학교,
풍양중학교,
남양주샛별초등학교,
광릉초등학교,
남양주양지초등학교,
답내초등학교,
남양주양정초등학교,
풍양초등학교,
진건중학교,
수동초등학교,
마석초등학교,
남양주다산초등학교,
남양주신촌초등학교,
은솔초등학교,
퇴계원중학교,
화봉초등학교,
덕소초등학교,
평동초등학교,
금교초등학교,
별내초등학교,
도제원초등학교,
광릉중학교,
동화중학교,
금남초등학교,
평내중학교,
가양초등학교,
남양주백봉초등학교,
가곡초등학교,
구룡초등학교,
마석중학교,
와부중학교,
남양주도곡초등학교,
어람초등학교,
양오초등학교,
천마초등학교,
어람중학교,
부평초등학교,
남양주송라초등학교,
별가람중학교,
수동초등학교송천분교장,
가운초등학교,
진접중학교,
판곡중학교,
다산한강중학교,
남양주금곡초등학교,
금곡중학교,
장현초등학교,
심석중학교,
남양주덕송초등학교,
평내초등학교,
도농초등학교,
남양주월문초등학교,
오남초등학교,
퇴계원초등학교,
호평중학교,
다산가람초등학교,
용신초등학교,
화도초등학교,
도심초등학교,
와부초등학교,
화광중학교,
다산하늘초등학교,
화접초등학교,
다산한강초등학교,
주곡중학교,
남양주다산중학교,
심석초등학교,
남양주동곡초등학교,
덕소중학교,
한별중학교,
해밀초등학교,
진건초등학교,
남양주월산초등학교,
창현초등학교,
별내중학교,
한별초등학교,
연세중학교,
장내초등학교,
양오중학교,
미금중학교,
판곡초등학교,
천마중학교,
주곡초등학교,
보영여자고등학교,
신흥고등학교,
동두천고등학교,
한국문화영상고등학교,
동두천중앙고등학교,
동두천외국어고등학교,
생연초등학교,
동두천여자중학교,
송내중앙중학교,
사동초등학교,
신흥중학교,
탑동초등학교,
보영여자중학교,
동두천초등학교,
동보초등학교,
동두천중학교,
동두천신천초등학교,
이담초등학교,
지행초등학교,
생연중학교,
동두천송내초등학교,
소요초등학교,
보산초등학교,
부천상록학교,
부천고등학교,
계남고등학교,
상동고등학교,
경기국제통상고등학교,
부천공업고등학교,
부천북고등학교,
경기예술고등학교,
중원고등학교,
도당고등학교,
부명고등학교,
역곡고등학교,
심원고등학교,
상일고등학교,
수주고등학교,
시온고등학교,
상원고등학교,
부천혜림학교,
부천여자고등학교,
덕산고등학교,
소명여자고등학교,
부천정보산업고등학교,
정명고등학교,
원미고등학교,
송내고등학교,
경기경영고등학교,
상동고등학교부설방송통신고등학교,
범박고등학교,
중흥고등학교,
소사고등학교,
원종고등학교,
까치울중학교,
부천원일초등학교,
부일초등학교,
덕산중학교,
부천동중학교,
부천일신중학교,
부천중앙초등학교,
심곡초등학교,
부천신흥초등학교,
부천덕산초등학교,
부천역곡초등학교,
소일초등학교,
내동중학교,
송내초등학교,
상동중학교,
도원초등학교,
소안초등학교,
동곡초등학교,
부명중학교,
부천북초등학교,
성주중학교,
부인초등학교,
옥길버들초등학교,
고리울초등학교,
상미초등학교,
약대초등학교,
부천동초등학교,
부천부곡초등학교,
신도초등학교,
오정초등학교,
부천초등학교,
상일중학교,
상일초등학교,
계남초등학교,
부천남중학교,
상인초등학교,
까치울초등학교,
상도중학교,
입북초등학교,
원종초등학교,
부광초등학교,
부천일신초등학교,
계남중학교,
복사초등학교,
부원초등학교,
범박중학교,
부천여자중학교,
부천남초등학교,
옥길중학교,
부명초등학교,
상원초등학교,
부천송일초등학교,
부천삼정초등학교,
역곡중학교,
고강초등학교,
심원중학교,
상지초등학교,
창영초등학교,
원미초등학교,
심원초등학교,
성곡초등학교,
중흥초등학교,
부천여월초등학교,
석천초등학교,
능실초등학교,
옥길산들초등학교,
성주초등학교,
부천부흥초등학교,
원미중학교,
중동초등학교,
부인중학교,
부천부곡중학교,
옥산초등학교,
소사중학교,
성곡중학교,
부천부안초등학교,
솔안초등학교,
부천중원초등학교,
석천중학교,
부천동여자중학교,
소명여자중학교,
상동초등학교,
상도초등학교,
범박초등학교,
소사초등학교,
부천수주초등학교,
부천여월중학교,
부천부흥중학교,
부천서초등학교,
곡정고등학교,
분당중앙고등학교,
분당고등학교,
성남외국어고등학교,
수내고등학교,
야탑고등학교,
계원예술고등학교,
분당대진고등학교,
송림고등학교,
불곡고등학교,
양영디지털고등학교,
한솔고등학교,
서현고등학교부설방송통신고등학교,
성은학교,
판교고등학교,
보평고등학교,
이우고등학교,
돌마고등학교,
서현고등학교,
분당경영고등학교,
운중고등학교,
이매고등학교,
태원고등학교,
낙생고등학교,
늘푸른고등학교,
분당영덕여자고등학교,
성남금융고등학교,
야탑중학교,
성남정자초등학교,
보평초등학교,
성남매송초등학교,
운중중학교,
성남송현초등학교,
계원예술중학교,
불곡중학교,
초림초등학교,
수내중학교,
보평중학교,
샛별중학교,
백현초등학교,
이매초등학교,
산운초등학교,
분당초등학교,
불정초등학교,
판교중학교,
삼평중학교부설방송통신중학교,
돌마초등학교,
늘푸른중학교,
신백현중학교,
내정중학교,
청솔초등학교,
성남신기초등학교,
양영중학교,
매송중학교,
성남화랑초등학교,
이매중학교,
하탑중학교,
판교초등학교,
분당중학교,
야탑초등학교,
송림중학교,
운중초등학교,
낙생초등학교,
판교대장초등학교,
함현중학교,
서현초등학교,
이우중학교,
중탑초등학교,
하탑초등학교,
상탑초등학교,
낙원중학교,
청솔중학교,
한솔초등학교,
늘푸른초등학교,
정자중학교,
성남미금초등학교,
서당초등학교,
내정초등학교,
오리초등학교,
백현중학교,
신백현초등학교,
불곡초등학교,
탄천초등학교,
구미초등학교,
양영초등학교,
당촌초등학교,
장안중학교,
성남장안초등학교,
구미중학교,
삼평중학교,
안말초등학교,
수내초등학교,
서현중학교,
판교대장중학교,
복정고등학교,
위례한빛고등학교,
효성고등학교,
하늘꿈중고등학교,
성보경영고등학교,
풍생고등학교,
성남혜은학교,
성수초등학교,
위례고운초등학교,
성남초등학교,
수진중학교,
상원여자중학교,
금빛초등학교,
왕남초등학교,
위례한빛초등학교,
위례푸른초등학교,
풍생중학교,
위례한빛중학교,
성남북초등학교,
성남서중학교,
성남서초등학교,
성남양지초등학교,
하늘꿈중고등학교(중),
창성중학교,
위례중앙초등학교,
희망대초등학교,
위례중앙중학교,
복정초등학교,
성남문원중학교,
수진초등학교,
성남여자중학교,
성남신흥초등학교,
태평초등학교,
성남수정초등학교,
단대초등학교,
태평중학교,
성남테크노과학고등학교,
성남고등학교,
동광고등학교,
성일정보고등학교,
성남여자고등학교,
성일고등학교,
숭신여자고등학교,
금광중학교,
성남여수초등학교,
성남은행초등학교,
검단초등학교,
대하초등학교,
대원중학교,
성남제일초등학교,
대원초등학교,
도촌중학교,
영성중학교,
동광중학교,
성일중학교,
대일초등학교,
중원초등학교,
하원초등학교,
중부초등학교,
도촌초등학교,
성남동초등학교,
금상초등학교,
단남초등학교,
성남중앙초등학교,
숭신여자중학교,
성남동중학교,
성남중학교,
상원초등학교,
은행중학교,
상대원초등학교,
한봄고등학교,
호매실고등학교,
화홍고등학교,
권선고등학교,
고색고등학교,
수원칠보고등학교,
자혜학교,
영신여자고등학교,
경기대명고등학교,
곡정초등학교,
효정초등학교,
능실중학교,
곡반초등학교,
칠보중학교,
서평초등학교,
곡선중학교,
영신중학교,
곡선초등학교,
서호중학교,
권선중학교,
